Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1547805708.081076,28863,1,0
3,OrderStatus,1547805708.081305,3271,7,0
2,Payment,1547805708.081322,19009,0,0
1,NewOrder,1547805708.081488,18816,6,0
1,NewOrder,1547805708.084613,25069,7,0
1,NewOrder,1547805708.090030,19612,4,0
1,NewOrder,1547805708.090058,19607,8,0
2,Payment,1547805708.090328,19640,2,0
2,Payment,1547805708.100219,19292,5,0
1,NewOrder,1547805708.100219,19292,9,0
2,Payment,1547805708.100325,19160,6,0
5,StockLevel,1547805708.100344,5492,0,0
2,Payment,1547805708.105851,13809,0,0
1,NewOrder,1547805708.109658,20590,4,0
1,NewOrder,1547805708.109677,20598,8,0
2,Payment,1547805708.109695,20649,7,0
5,StockLevel,1547805708.109716,5468,3,0
1,NewOrder,1547805708.109954,29794,1,0
1,NewOrder,1547805708.109981,20236,2,0
2,Payment,1547805708.115206,15037,3,0
2,Payment,1547805708.119502,20327,6,0
1,NewOrder,1547805708.119529,20056,9,0
2,Payment,1547805708.119529,20032,5,0
1,NewOrder,1547805708.119677,29895,0,0
1,NewOrder,1547805708.130236,19412,2,0
2,Payment,1547805708.130258,19290,3,0
1,NewOrder,1547805708.130261,19464,4,0
1,NewOrder,1547805708.130283,19314,8,0
3,OrderStatus,1547805708.130352,2052,7,0
2,Payment,1547805708.132418,17130,7,0
2,Payment,1547805708.139576,19650,5,0
1,NewOrder,1547805708.139594,31263,9,0
1,NewOrder,1547805708.139763,31041,1,0
1,NewOrder,1547805708.139844,31058,6,0
1,NewOrder,1547805708.149564,21165,3,0
1,NewOrder,1547805708.149565,21430,7,0
3,OrderStatus,1547805708.149592,2216,0,0
2,Payment,1547805708.149612,21106,8,0
1,NewOrder,1547805708.149663,21097,2,0
1,NewOrder,1547805708.149738,21276,4,0
1,NewOrder,1547805708.151822,19177,0,0
2,Payment,1547805708.159242,669825,5,0
1,NewOrder,1547805708.170734,1136343,8,0
2,Payment,1547805708.170753,1136437,3,0
1,NewOrder,1547805708.170783,1136355,2,0
1,NewOrder,1547805708.170815,1136274,1,0
1,NewOrder,1547805708.170869,1136688,9,0
1,NewOrder,1547805708.170919,1136282,6,0
1,NewOrder,1547805708.171009,1136068,7,0
1,NewOrder,1547805708.171015,1136259,0,0
2,Payment,1547805708.171034,1136043,4,0
1,NewOrder,1547805708.829099,969995,5,0
1,NewOrder,1547805709.307107,1136013,8,0
1,NewOrder,1547805709.307107,1136014,1,0
2,Payment,1547805709.307107,1137827,7,0
1,NewOrder,1547805709.307108,1136834,4,0
2,Payment,1547805709.307161,1135952,2,0
2,Payment,1547805709.307202,1135917,3,0
1,NewOrder,1547805709.307216,1137653,6,0
1,NewOrder,1547805709.307290,1136101,0,0
2,Payment,1547805709.307571,1136421,9,0
1,NewOrder,1547805709.799128,1160854,5,0
2,Payment,1547805710.443154,937970,2,0
2,Payment,1547805710.443154,937970,8,0
2,Payment,1547805710.443154,937970,3,0
5,StockLevel,1547805710.443155,7323,1,0
1,NewOrder,1547805710.443414,937877,0,0
2,Payment,1547805710.443962,937508,4,0
1,NewOrder,1547805710.444003,937121,9,0
2,Payment,1547805710.444886,936239,6,0
2,Payment,1547805710.444950,937021,7,0
1,NewOrder,1547805710.450521,931088,1,0
1,NewOrder,1547805710.960013,971828,5,0
2,Payment,1547805711.381157,612949,9,0
2,Payment,1547805711.381157,613203,2,0
5,StockLevel,1547805711.381157,7294,6,0
2,Payment,1547805711.381164,612779,8,0
1,NewOrder,1547805711.381273,612697,3,0
2,Payment,1547805711.381302,612640,0,0
1,NewOrder,1547805711.381481,612471,4,0
1,NewOrder,1547805711.381619,612339,1,0
2,Payment,1547805711.381998,612216,7,0
2,Payment,1547805711.388471,605614,6,0
1,NewOrder,1547805711.931876,87834,5,0
2,Payment,1547805711.993959,69117,8,0
1,NewOrder,1547805711.993964,69164,0,0
1,NewOrder,1547805711.993966,69130,4,0
2,Payment,1547805711.993967,69303,1,0
1,NewOrder,1547805711.993983,69628,3,0
1,NewOrder,1547805711.994096,69238,6,0
